ID_Desc;Desc;ID_FR;475$a;475$e;Langue
581;étagère;7491;scansia;;it
581;étagère;7494;repisa;;es
581;étagère;7495;wandbrett;;en
583;bouteille;10415;flasche;;de
583;bouteille;10416;botella;;es
583;bouteille;10417;bottiglia;;it
583;bouteille;10418;bottle;;en
585;métamorphose;3808;metamorphosis;;en
585;métamorphose;3809;metamorfosi;;it
585;métamorphose;3810;metamorfosis;;es
586;verrou;9971;riegel;;de
586;verrou;9972;catenaccio;;it
586;verrou;9973;cerrojo;;es
586;verrou;9974;bolt;;en
587;végétation;11306;vegetation;;en
587;végétation;11307;vegetazione;;it
587;végétation;11308;vegetacion;;es
587;végétation;11309;pflanzenwuchs;;de
588;lévrier;2842;levriere;;it
588;lévrier;2843;greyhound;;en
588;lévrier;2844;windhund;;de
588;lévrier;2845;galgo;;es
590;collier.de.chien;8410;halsband.eines.hundes;;de
590;collier.de.chien;8412;collare.del.cane;;it
590;collier.de.chien;8414;collar.para.perro;;es
590;collier.de.chien;8416;dog.collar;;en
591;ambon;10;chaire;prêche;fr
591;ambon;4472;ambo;;it
591;ambon;4473;pulpit;;en
591;ambon;4474;kanzel;;de
591;ambon;4538;ambone;;it
591;ambon;4539;pulpito;;it
593;chasse;7136;jagd;;de
593;chasse;7137;caza;;es
593;chasse;7138;caccia;;it
593;chasse;7139;hunting;;en
596;accident;5687;unfall;;de
596;accident;5688;incidente;;it
596;accident;5689;accidente;;es
598;enseignement;5847;education;;en
598;enseignement;5848;lehren;;de
598;enseignement;5849;insegnamento;;it
598;enseignement;5850;ensenanza;;es
599;codex;285;livre;;fr
599;codex;286;reliure;;fr
599;codex;5818;book;;en
599;codex;5819;buch;;de
599;codex;5820;kodex;;de
599;codex;5821;libro;;es
599;codex;5822;codice;;it
600;philosophe;5875;philosopher;;en
600;philosophe;5876;philosoph;;de
600;philosophe;5877;filosofo;;it
605;décapitation;404;décollation;;fr
605;décapitation;7986;beheading;;en
605;décapitation;7987;decapitazione;;it
605;décapitation;7988;decapitacion;;es
605;décapitation;7989;enthauptung;;de
606;galerie;10148;gallery;;en
606;galerie;10149;galeria;;es
606;galerie;10150;galleria;;it
607;amputation;12;mutilation;;en
607;amputation;8975;amputacion;;es
607;amputation;8976;amputazione;;it
609;morsure;9200;biss;;de
609;morsure;9201;morso;cane, serpente...;it
609;morsure;9202;mordedura;;es
609;morsure;9203;picotazo;;es
609;morsure;9204;bite;dog, snake...;en
610;jugement;6504;juicio;;es
610;jugement;6506;urteil;;de
610;jugement;6508;giudizio;;it
610;jugement;6510;trial;;en
610;jugement;6511;judgment;;en
611;grille;9929;reja;;es
611;grille;9930;cancela;;es
611;grille;9931;grata;;it
611;grille;9932;inferriata;;en
611;grille;9933;gitter;;de
617;vengeance;6586;revenge;;en
617;vengeance;6587;vendetta;;it
617;vengeance;6588;rache;;de
617;vengeance;6589;venganza;;es
620;orfèvrerie;7771;goldschmiedekunst;;de
620;orfèvrerie;7773;oreficeria;;it
620;orfèvrerie;7775;orfebreria;;es
620;orfèvrerie;7777;gold.plate;;en
626;chaîne;7972;kette;;de
626;chaîne;7973;cadena;;es
626;chaîne;7974;catena;;it
626;chaîne;7975;chain;;en
628;évêque;469;archevêque;;fr
628;évêque;470;métropolite;;fr
628;évêque;471;patriarche;membre du clergé;fr
628;évêque;4932;bishop;;en
628;évêque;4933;bischof;;de
628;évêque;4934;vescovo;;it
628;évêque;4935;obispo;;es
630;fers;8027;irons;;en
630;fers;8028;ferri;;it
630;fers;8029;grilletes;;es
630;fers;8030;fesseln;;de
631;amoureux;6613;enamorado;;es
631;amoureux;6614;verliebter;;de
631;amoureux;6615;innamorato;;it
631;amoureux;6616;lover;;en
634;gant;8485;handschuh;;de
634;gant;8486;guanto;;it
634;gant;8487;guante;;es
634;gant;8488;glove;;en
636;relief;1049;bas.relief;;fr
636;relief;1050;haut.relief;;fr
636;relief;9961;relieve;escultura;es
636;relief;9962;rilievo;;it
637;bijou;8332;jewel;;en
637;bijou;8333;joya;;es
637;bijou;8334;gioiello;;it
637;bijou;8335;schmuck;;de
648;fuite;6202;flucht;;de
648;fuite;6204;flight;;en
648;fuite;6206;fuga;;it
648;fuite;6208;huida;;es
649;allégorie;8910;allegory;;en
649;allégorie;8911;alegoria;;es
649;allégorie;8912;allegoria;;it
651;emblème;463;attribut;;fr
651;emblème;8920;emblem;;en
651;emblème;8921;emblema;;es
655;sandale;8555;sandalo;scarpa;it
655;sandale;8556;sandalia;;es
655;sandale;8557;sandal;;en
659;orgue;10318;orgel;;de
659;orgue;10319;organo;;it
659;orgue;10320;organ;;en
664;supplication;6579;supplica;;it
664;supplication;6580;anflehung;;de
664;supplication;6581;suplica;;es
667;raison;1065;sens;personnification;fr
670;marteau;7725;hammer;;en
670;marteau;7726;martillo;;es
670;marteau;7727;martello;;it
673;canard;3858;duck;;en
673;canard;3859;ente;;it
673;canard;3860;anatra;;it
673;canard;3861;pato;;es
674;faisan;3960;pheasant;;en
674;faisan;3961;fasan;;de
674;faisan;3962;fagiano;;it
675;huppe;4018;hoopoe;;en
675;huppe;4019;wiedehopf;;de
675;huppe;4020;upupa;;en
675;huppe;4021;abubilla;;es
676;perdrix;4073;partridge;;en
676;perdrix;4074;rebhuhn;;de
676;perdrix;4075;pernice;;it
676;perdrix;4076;perdiz;;es
677;chardonneret;3873;goldfinch;;en
677;chardonneret;3874;distelfink;;de
677;chardonneret;3875;cardellino;;it
677;chardonneret;3876;jilguero;;es
681;lecture;5861;reading;;en
681;lecture;5862;lesen;;de
681;lecture;5863;lectura;;es
681;lecture;5864;lettura;;it
683;couronnement;4731;coronation;;en
683;couronnement;4732;krönung;;de
683;couronnement;4733;incoronazione;;it
683;couronnement;4734;coronacion;;es
684;croix.d'autel;4510;altar.cross;;en
684;croix.d'autel;4511;altarkreuz;;de
684;croix.d'autel;4574;croce.d'altare;;it
684;croix.d'autel;4575;cruz.de.altar;;es
688;arche;4159;bundeslade;;de
688;arche;4160;ark.of.the.covenant;;en
688;arche;4161;arca.dell'alleanza;;it
688;arche;4162;arca.de.la.alianza;;es
718;hache;7546;beil;;de
718;hache;7548;hacha;;es
718;hache;7550;scure;;it
718;hache;7552;axe;cutting tool;en
719;orgueil;930;superbe;;fr
725;crochet;7435;hook;;en
725;crochet;7437;gancio;;it
725;crochet;7438;gancho;;es
725;crochet;7439;haken;;de
726;colombe;3896;dove;;it
726;colombe;3897;friedenstaube;;de
726;colombe;3898;colomba;;it
726;colombe;3899;paloma;;es
728;cygne;3936;swan;;en
728;cygne;3937;schwan;;de
728;cygne;3938;cigno;;it
728;cygne;3939;cisne;;es
730;dressage;7152;taming;;en
730;dressage;7153;breaking.in;;en
730;dressage;7154;addestramento;;it
730;dressage;7155;amaestramiento;;es
730;dressage;7156;doma;;es
730;dressage;7157;abrichten;;de
731;cerf;3034;ciervo;;es
731;cerf;3035;stag;;en
731;cerf;3036;cervo;;it
731;cerf;3037;hirsch;;en
732;captivité;7122;captivity;animals;en
732;captivité;7123;cattivita;;it
732;captivité;7124;cautiverio;animales;es
732;captivité;7125;gefangenschaft;tiere;de
739;écuelle;454;assiette;;fr
744;chaudron;268;marmite;;fr
744;chaudron;7376;cauldron;;en
744;chaudron;7379;paiolo;;en
744;chaudron;7380;caldero;;es
744;chaudron;7383;kessel;;de
759;renard;2942;fuchs;;de
759;renard;2943;volpe;;it
759;renard;2944;fox;;en
759;renard;2945;zorro;;es
768;bougeoir;10395;handleuchter;;en
768;bougeoir;10397;palmatoria;;es
768;bougeoir;10399;bugia;;it
768;bougeoir;10401;candleholder;;en
776;lapin;2837;coniglio;;it
776;lapin;2838;rabbit;;en
776;lapin;2839;kaninchen;;de
776;lapin;2840;conejo;;es
787;s.pierre;1191;shim'ûn;;fr
794;moine;4955;monk;;en
794;moine;4956;mönch;;de
794;moine;4957;monaco;frate;it
794;moine;4958;monje;;es
797;abbé;4829;abbot;;en
797;abbé;4830;abt;;en
797;abbé;4831;abate;;it
797;abbé;4832;abad;;es
798;liturgie;5107;liturgy;;en
798;liturgie;5108;liturgia;;it
799;sacrement;5174;sacrament;;en
799;sacrement;5175;sakrament;;de
799;sacrement;5176;sacramento;;en
801;calice;4487;chalice;;en
801;calice;4488;kelch;;de
801;calice;4555;caliz;;es
802;hostie;5093;host;;en
802;hostie;5094;ostia;eucarestia;it
802;hostie;5095;hostia;;es
807;sanglier;2959;jabali;;es
807;sanglier;2960;boar;;en
807;sanglier;2961;cinghiale;;it
807;sanglier;2962;eber;;de
808;ours;2915;bär;;de
808;ours;2916;orso;;it
808;ours;2917;oso;;es
808;ours;2918;bear;;en
810;échassier;3944;wading.bird;;en
810;échassier;3945;stelzvögel;;de
810;échassier;3946;trampolieri;;it
810;échassier;3947;zancuda;;es
811;quadrupède;2936;vierfüssler;;de
811;quadrupède;2937;quadruped;;en
811;quadrupède;2938;cuadrupedo;;es
813;monstre;8961;ungeheuer;;de
813;monstre;8963;mostro;;it
813;monstre;8965;monstruo;;es
813;monstre;8967;monster;;en
816;arme;8138;waffe;;de
816;arme;8139;arma;;es
816;arme;8140;weapon;;en
818;éros;495;cupidon;;fr
819;carquois;7126;köcher;;de
819;carquois;7127;carcaj;;es
819;carquois;7128;faretra;;it
819;carquois;7129;quiver;;en
828;canne;7114;stock;;en
828;canne;7116;baston;;es
828;canne;7119;bastone;;it
828;canne;7121;walking.stick;;en
829;prêtre;968;archiprêtre;;fr
829;prêtre;4975;priest;;en
829;prêtre;4976;priester;;de
829;prêtre;4977;prete;;it
829;prêtre;4978;sacerdote;;es
830;messe;5118;mass;;en
830;messe;5119;messa;;it
830;messe;5120;misa;;es
831;laisse;8866;leine;;de
831;laisse;8867;guinzaglio;;it
831;laisse;8868;correa;;es
831;laisse;8869;leash;;en
834;rotulus;1058;rouleau;de papyrus, parchemin...;fr
834;rotulus;5896;scroll;;en
834;rotulus;5897;rolle;;de
834;rotulus;5898;rotolo;;it
834;rotulus;5899;rollo;;es
835;trinité;6381;dreifaltigkeit;;de
835;trinité;6382;trinity;;en
835;trinité;6383;trinità;;it
835;trinité;6384;trinidad;;en
836;archange;4155;erzengel;;de
836;archange;4156;archangel;;en
836;archange;4157;arcangelo;;it
836;archange;4158;arcangel;;es
838;s.michel;1183;mikâ'îl;;fr
839;châtiment;6393;retribution;divine r.;en
839;châtiment;6394;strafe;göttliche s.;de
839;châtiment;6395;castigo;divino c.;it
840;manivelle;6914;crank;;en
840;manivelle;6915;manovella;;it
840;manivelle;6916;manivela;;es
840;manivelle;6917;kurbel;;de
842;gemme;546;pierre.précieuse;;fr
842;gemme;9474;gem;;en
842;gemme;9475;gema;;es
842;gemme;9476;gemma;;en
842;gemme;9477;edelstein;;de
859;moïse;879;mûsâ;;fr
866;juste;4189;righteous;;en
866;juste;4190;gerechte;;de
866;juste;4191;giusto;;it
866;juste;4192;justo;;es
869;damné;4360;damned;;en
869;damné;4361;verdammt;;de
869;damné;4362;dannato;;it
869;damné;4363;reprobo;;es
870;enfers;4364;hell;;en
870;enfers;4366;inferno;;it
870;enfers;4367;inferi;;it
870;enfers;4368;infierno;;es
870;enfers;5216;hölle;;de
872;s.marie;1177;vierge.marie;;fr
872;s.marie;1178;maryam;mère de jésus;fr
879;couronnement.de.la.vierge;6293;krönung.mariens;;de
879;couronnement.de.la.vierge;6294;coronation.of.mary;;en
879;couronnement.de.la.vierge;6295;coronacion.de.la.virgen;;es
879;couronnement.de.la.vierge;6296;incoronazione.della.vergine;;it
881;échelle;9699;leiter;;de
881;échelle;9701;scala;;it
881;échelle;9704;escalera;;es
881;échelle;9707;ladder;;en
883;palmier;11083;palm.tree;;en
883;palmier;11084;palma;albero;it
883;palmier;11085;palmera;;es
883;palmier;11086;palmbaum;;en
886;tête.coupée;7981;kopf.(abgeschlagener);;de
886;tête.coupée;7982;chef;;fr
886;tête.coupée;7983;cabeza.cortada;;es
886;tête.coupée;7984;testa.tagliata;;it
886;tête.coupée;7985;head.(cutted);;en
887;lanterne;10547;lantern;;en
887;lanterne;10548;lanterna;;it
887;lanterne;10549;farol;;es
887;lanterne;10550;laterne;;de
891;ordre.de.la.toison.d'or;7709;orden.vom.goldenen.vlies;;de
891;ordre.de.la.toison.d'or;7710;orden.del.toison.de.oro;;es
891;ordre.de.la.toison.d'or;7711;ordine.del.toson.d'oro;;it
891;ordre.de.la.toison.d'or;7712;order.of.the.golden.fleece;;en
893;crâne;9073;schädel;;de
893;crâne;9074;cranio;;it
893;crâne;9075;craneo;;es
893;crâne;9076;skull;;en
894;résurrection.du.christ;6254;auferstehung.christi;;de
894;résurrection.du.christ;6256;resurrection.of.christ;;en
894;résurrection.du.christ;6258;resurrezione.di.cristo;;it
894;résurrection.du.christ;6260;resurreccion.de.jesus;;es
895;tombe;8363;grab;;en
895;tombe;8364;tomba;;it
895;tombe;8365;tumba;;es
895;tombe;8366;grave;;en
897;gesse;550;pois.de.senteur;;fr
897;gesse;551;jarosse;;fr
898;tambour;10330;trommel;;de
898;tambour;10332;tambor;;es
898;tambour;10334;tamburo;;it
898;tambour;10336;drum;;en
899;tonneau;7885;barrel;;en
899;tonneau;7891;botte;;it
899;tonneau;7894;fass;;de
899;tonneau;8773;tonel;;es
902;escalier;10128;treppe;;de
902;escalier;10129;scala;;it
902;escalier;10130;escalera;;es
902;escalier;10131;stairs;;en
904;candélabre;4489;candelabra;;en
904;candélabre;4490;kandelaber;;de
904;candélabre;4556;candelabro;;es
906;tableau;5431;gemälde;;de
906;tableau;5432;picture;;en
906;tableau;5433;quadro;;it
906;tableau;5434;cuadro;;es
908;arrestation.du.christ;20;baiser.de.judas;;fr
911;cène;6159;abendmahl;;de
911;cène;6160;ultima.cena;;it
911;cène;6161;lord's.supper;;en
914;pilate;1012;ponce.pilate;;en
915;flagellation.du.christ;6194;geisselung.christi;;de
915;flagellation.du.christ;6196;scourging.of.christ;;en
915;flagellation.du.christ;6197;flagellazione.di.gesù;;it
915;flagellation.du.christ;6199;flagelacion.de.cristo;;es
918;dédicace;5823;dedication;;en
918;dédicace;5824;widmung;;de
918;dédicace;5825;dedica;;es
918;dédicace;5826;dedicatoria;;es
925;squelette;9341;skelett;;de
925;squelette;9342;scheletro;;it
925;squelette;9343;esqueleto;;es
925;squelette;9344;skeleton;;en
927;panier;10571;basket;;en
927;panier;10572;cesto;;es
927;panier;10573;cesta;;es
927;panier;10574;korb;;de
930;instruments.de.la.passion;6342;arma.christi;;fr
930;instruments.de.la.passion;6343;instruments.of.the.passion;;en
930;instruments.de.la.passion;6344;strumenti.della.passione;;it
930;instruments.de.la.passion;6345;instrumentos.de.la.pasion;;es
933;grenade;8234;melagrana;;it
933;grenade;8235;granatapfel;;de
933;grenade;8238;granada;fruta;es
933;grenade;8241;pomegranate;;en
934;clôture;7144;zaun;;de
934;clôture;7145;cerca;;it
934;clôture;7146;recinto;;es
934;clôture;7147;fence;;en
936;nimbe;9837;auréole;;fr
936;nimbe;9838;nimbus;;en
936;nimbe;9839;nimbo;;es
936;nimbe;9840;aureola;;es
937;annonciation;6142;verkündigung.an.maria;;de
937;annonciation;6143;annunciation;;en
937;annonciation;6144;anunciacion;;es
937;annonciation;6145;annunciazione;;it
939;gabriel;565;djabra'îl;;fr
939;gabriel;566;s.gabriel;;en
940;nativité;6230;geburt.christi;;de
940;nativité;6231;nativity.of.christ;;en
940;nativité;6232;natività.del.cristo;;it
940;nativité;6233;natividad;;es
941;hangar;8748;schuppen;offener s.;de
941;hangar;8749;tettoia;;it
941;hangar;8750;shed;open s.;en
944;cornemuse;4395;chevrette;instrument de musique;fr
944;cornemuse;4396;chorus;instrument de musique;fr
944;cornemuse;10271;bagpipes;;en
944;cornemuse;10272;gaita;cornamusa;it
944;cornemuse;10273;cornamusa;;it
944;cornemuse;10274;dudelsack;;de
944;cornemuse;10275;sackpfeife;;de
947;pontife;965;prêtre;non chrétien;fr
947;pontife;6408;pontifice;;it
947;pontife;6409;pontefice;;it
947;pontife;6410;pontifex;;de
947;pontife;6411;pontiff;;en
948;adoration.des.mages;6138;anbetung.der.magier;;de
948;adoration.des.mages;6139;adoracion.de.los.reyes;;es
948;adoration.des.mages;6140;adorazione.dei.magi;;it
948;adoration.des.mages;6141;adoration.of.the.magi;;en
950;offrande;4202;opfer;;de
950;offrande;4203;offering;;en
950;offrande;4204;offerta;;it
950;offrande;4205;ofrenda;;es
951;prosternation;6788;prosternacion;;es
951;prosternation;6789;fussfall;;en
951;prosternation;6790;prosternazione;;it
952;présentation.au.temple;6246;darbringung.jesu.im.tempel;;de
952;présentation.au.temple;6247;presentation.of.jesus.in.the.temple;;en
952;présentation.au.temple;6248;presentazione.al.tempio;;it
952;présentation.au.temple;6249;presentacion.del.senor;;es
960;s.lazare;1162;lazare;frère de marthe et marie;fr
964;entrée.à.jérusalem;6186;einzug.in.jerusalem;;de
964;entrée.à.jérusalem;6187;entry.into.jerusalem;;en
964;entrée.à.jérusalem;6190;ingresso.a.gerusalemme;;it
964;entrée.à.jérusalem;6192;entrada.en.jerusalén;;es
965;rameau;11181;zweig;;de
965;rameau;11182;ramo;;it
965;rameau;11183;ramoscello;;it
965;rameau;11184;branch;;en
972;lièvre;2846;liebre;;es
972;lièvre;2847;hase;;de
972;lièvre;2848;hare;;en
972;lièvre;2849;lepre;;it
973;nid;3159;nido;;it
973;nid;3160;nest;;en
974;licorne;8953;einhorn;;de
974;licorne;8954;unicorno;;it
974;licorne;8955;unicornio;;es
974;licorne;8956;unicorn;;en
979;tablier;8579;schurz;;en
979;tablier;8580;grembiule;;it
979;tablier;8581;delantal;;es
979;tablier;8582;apron;;en
981;bougie;10396;kerze;;de
981;bougie;10398;vela;;it
981;bougie;10400;candela;;it
981;bougie;10402;candle;;en
984;passerelle;5772;footbridge;;en
984;passerelle;5773;gangway;;en
984;passerelle;5774;fussgängerbrücke;;de
984;passerelle;5775;passerella;;it
984;passerelle;5776;pasarela;;es
989;bourreau;7963;executioner;;en
989;bourreau;7964;boia;;it
989;bourreau;7965;verdugo;;es
989;bourreau;7966;henker;;de
994;ombre;6934;schatten;;de
994;ombre;6935;sombra;;es
994;ombre;6936;ombra;;it
994;ombre;6937;shadow;;en
995;portement.de.croix;6242;kreuztragung;;de
995;portement.de.croix;6243;carrying.of.the.cross;;en
995;portement.de.croix;6244;cristo.portacroce;;it
995;portement.de.croix;6245;cristo.con.la.cruz.a.cuestas;;es
1002;clou;7391;nail;;en
1002;clou;7392;chiodo;;it
1002;clou;7393;clavo;;es
1002;clou;7394;nagel;;de
1003;dés;9689;würfelspiel;;de
1003;dés;9690;dadi;gioco;it
1003;dés;9691;dados;juego;es
1003;dés;9692;dice;play;en
1004;crucifixion;6168;kreuzigung.christi;;de
1004;crucifixion;6169;crucifixion.of.christ;;en
1004;crucifixion;6172;crocifissione.di.gesù.cristo;;it
1007;éponge;3649;sponge;;en
1007;éponge;3650;schwammtier;;de
1007;éponge;3651;spugna;;it
1007;éponge;3652;esponja;;es
1013;tenailles;7874;pincers;;en
1013;tenailles;7875;tongs;;en
1013;tenailles;7876;tenazas;;es
1013;tenailles;7877;tenaglia;;it
1013;tenailles;7878;beisszange;;de
1014;linceul;750;suaire;;fr
1014;linceul;8505;leichentuch;;de
1014;linceul;8506;sudario;;es
1014;linceul;8507;mortaja;;es
1014;linceul;8508;shroud;;en
1018;pomme;11154;apple;;en
1018;pomme;11157;mela;;it
1018;pomme;11160;manzana;;es
1018;pomme;11163;apfel;;de
1019;palme;9843;palma;ramo;it
1019;palme;9844;palm.leaf;;en
1024;lettre.zoomorphe;9819;zoomorphischer.buchstabe;;de
1024;lettre.zoomorphe;9820;lettera.zoomorfa;;it
1024;lettre.zoomorphe;9822;letra.zoomorfa;;es
1024;lettre.zoomorphe;9824;zoomorphic.letter;;en
1028;assomption;6289;himmelfahrt.mariens;;de
1028;assomption;6290;assumption.of.mary;;en
1028;assomption;6291;assunzione;;it
1028;assomption;6292;asuncion;;en
1033;terrier;3168;tana;;it
1033;terrier;3169;madriguera;;es
1033;terrier;3176;burrow;;en
1033;terrier;3177;loch;;de
1037;sacrifice;1092;holocauste;;fr
1037;sacrifice;6385;opfer;;de
1037;sacrifice;6386;sacrificio;;es
1039;forêt;538;bois;;fr
1039;forêt;9875;wald;;de
1039;forêt;9876;foresta;;it
1039;forêt;9877;bosque;;es
1039;forêt;9878;forest;;en
1054;david;428;dâ'ûd;;fr
1057;malade;9183;krank;;de
1057;malade;9184;malato;;it
1057;malade;9185;enfermo;;es
1057;malade;9186;ill;;en
1057;malade;9187;sick;;en
1061;prophète;4219;prophet;;en
1061;prophète;4220;profeta;;es
1062;destruction;8193;zerstörung;;de
1062;destruction;8194;distruzione;;it
1062;destruction;8195;destruccion;;es
1063;incendie;4799;blaze;;en
1063;incendie;4800;conflagration;;en
1063;incendie;4801;brand;;en
1063;incendie;4802;incendio;;es
1068;pelle;7802;pala;;es
1068;pelle;7803;badile;;en
1068;pelle;7804;schaufel;;de
1068;pelle;8785;shovel;;en
1078;harpe;629;tchang;;en
1078;harpe;630;rote;;de
1078;harpe;631;djank;;en
1078;harpe;10295;harfe;;de
1078;harpe;10296;arpa;;es
1078;harpe;10297;harp;;en
1080;suicide;6577;suicidio;;es
1080;suicide;6578;selbstmord;;de
1081;fou;9122;mad;;en
1081;fou;9123;loco;demente;es
1081;fou;9124;matto;;it
1081;fou;9125;wahnsinnig;;de
1090;chaire;5814;cathedra;copyist, teacher;en
1090;chaire;5815;katheder;schreiber, lehrer;de
1090;chaire;5816;catedra;copista, profesor;it
1090;chaire;5817;cattedra;copista, insegnante;it
1093;serrure;9967;lock;;en
1093;serrure;9968;cerradura;;es
1093;serrure;9969;serratura;;it
1093;serrure;9970;türschloss;;de
1108;mariage;5109;wedding;;en
1108;mariage;5110;hochzeit;;de
1108;mariage;5111;matrimonio;;it
1114;houlette;8862;crook;;en
1114;houlette;8863;cayado;;en
1114;houlette;8864;bastone.da.pastore;;it
1114;houlette;8865;hirtenstab;;de
1117;prophétie;6011;prophecy;;en
1117;prophétie;6012;prophezeiung;;de
1117;prophétie;6013;profecia;;es
1117;prophétie;6014;profezia;;it
1123;âme;5932;soul;;en
1123;âme;5933;seele;;de
1123;âme;5934;anima;;it
1123;âme;5935;alma;;es
1130;filet;7170;net;;en
1130;filet;7171;rete;;it
1130;filet;7172;red;;en
1130;filet;7173;netz;;de
1133;baptême.du.christ;6151;taufe.jesu;;de
1133;baptême.du.christ;6152;baptisme.of.christ;;en
1133;baptême.du.christ;6153;battesimo.di.gesù;;it
1133;baptême.du.christ;6154;bautismo.de.jesus;;es
1144;tambourin;1287;tambour.de.basque;;fr
1144;tambourin;10331;schellentrommel;;de
1144;tambourin;10333;pandereta;;es
1144;tambourin;10335;tamburello;;it
1144;tambourin;10337;tambourine;;en
1144;tambourin;10338;tamburin;;de
1146;encensoir;4517;censer;;en
1146;encensoir;4518;weihrauchfass;;de
1146;encensoir;4580;incensiere;;it
1146;encensoir;4581;turibolo;;it
1146;encensoir;4582;incensario;;es
1166;naissance;6305;geburt;;de
1166;naissance;6307;birth;;en
1166;naissance;6309;nacimiento;;es
1166;naissance;6311;nascita;;it
1175;attelage;27;joug;pièce d'attelage;fr
1175;attelage;5694;hitching.up;;en
1175;attelage;5695;gespann;;de
1175;attelage;5696;attacco;;it
1175;attelage;5697;tiro;;es
1175;attelage;5698;yunta;;es
1177;char;5727;chariot;;fr
1177;char;5728;streitwagen;;de
1177;char;5729;carro;;es
1181;instrument.de.musique;10298;musical.instrument;unidentified;en
1181;instrument.de.musique;10299;strumento.musicale;non identificato;it
1181;instrument.de.musique;10300;instrumento.musical;no identificado;es
1181;instrument.de.musique;10301;musikinstrument;unbekanntes;de
1187;martyre;4458;martyrdom;;en
1187;martyre;4459;marter;;en
1187;martyre;4460;martirio;;it
1190;blé;169;froment;;fr
1190;blé;10759;weizen;;de
1190;blé;10761;trigo;;es
1190;blé;10763;grano;cereale;it
1190;blé;10765;wheat;;en
1191;tentation.du.christ;6266;versuchungen.jesu;;de
1191;tentation.du.christ;6268;temptations.of.christ;;en
1191;tentation.du.christ;6270;tentazioni.di.gesù;;it
1191;tentation.du.christ;6272;tentaciones.de.jesus;;es
1194;prison;6782;jail;;en
1194;prison;6783;carcere;;it
1194;prison;6784;prigione;;it
1194;prison;6785;gefängnis;;de
1194;prison;6786;carcel;;es
1194;prison;6787;prision;;es
1195;multiplication.des.pains;6226;brotvermehrung;;de
1195;multiplication.des.pains;6227;multiplication.of.loaves;;en
1195;multiplication.des.pains;6228;moltiplicazione.dei.pani;;it
1195;multiplication.des.pains;6229;multiplicacion.de.los.panes;;es
1202;houe;8759;hoe;;it
1202;houe;8760;azada;;es
1202;houe;8761;zappa;;en
1202;houe;8762;breithaue;;de
1203;charpente;5612;framework;;en
1203;charpente;5613;zimmerwerk;;de
1203;charpente;5614;ossatura;;it
1203;charpente;5615;armazon;;es
1206;colombage;10082;half.timbering;;en
1206;colombage;10083;entramado;;es
1206;colombage;10084;intelaiatura.a.traliccio;;it
1206;colombage;10085;fachwerk;;de
1215;balcon;10010;balcony;;en
1215;balcon;10011;balcone;;it
1215;balcon;10012;balkon;;de
1219;abside;9984;apsis;;de
1219;abside;9985;apse;;en
1221;allaitement;2982;lactancia;;es
1221;allaitement;2983;feeding;;en
1221;allaitement;2984;allattamento;;it
1221;allaitement;2985;säugen;;de
1229;assassinat;6617;murder;;en
1229;assassinat;6618;assassinio;;it
1229;assassinat;6619;mord;;de
1229;assassinat;6620;asesinato;;es
1232;parricide;5572;matricide;;en
1232;parricide;8102;elternmord;;de
1232;parricide;8103;parricidio;;es
1237;volet;10240;shutter;;en
1237;volet;10241;postigo;;es
1237;volet;10242;imposta;finestra;it
1237;volet;10243;fensterladen;;de
1250;temple;6387;templo;;es
1250;temple;6388;tempio;;it
1250;temple;6389;tempel;;de
1259;chérubin;4167;cherub;;en
1259;chérubin;4168;cherubino;;en
1259;chérubin;4169;querubin;;es
1274;corne;10488;horn;;en
1274;corne;10490;corno;;it
1274;corne;10492;cuerno;;es
1277;darius.3;426;dara;;fr
1278;peau.de.bête;8538;pelt;clothes;en
1278;peau.de.bête;8539;piel;ropa;es
1278;peau.de.bête;8540;pelle;abiti;it
1278;peau.de.bête;8541;fell;kleider;de
1279;baptême;5026;baptism;;en
1279;baptême;5027;taufe;;de
1279;baptême;5028;battesimo;;it
1279;baptême;5029;bautismo;;es
1284;diacre;410;archidiacre;;fr
1284;diacre;4917;deacon;;en
1284;diacre;4918;diakon;;de
1284;diacre;4919;diacono;;it
1288;ascension;6149;himmelfahrt.christi;;de
1288;ascension;6150;ascensione;;it
1307;modèle;818;maquette;;fr
1307;modèle;9833;model;maquette;fr
1307;modèle;9834;modelo;maqueta;es
1307;modèle;9835;modello;;it
1307;modèle;9836;modell;;de
1311;lévites;4193;levite;;en
1311;lévites;4194;levit;;en
1311;lévites;4195;levita;;es
1322;hirondelle;4014;swallow;;en
1322;hirondelle;4015;schwalbe;;de
1322;hirondelle;4016;rondine;uccello;it
1322;hirondelle;4017;golondrina;;es
1324;fosse;5246;grube;;de
1324;fosse;5247;trough;;en
1324;fosse;5248;fossa;;it
1324;fosse;5249;fosa;;es
1325;vigne;7921;vine;;en
1325;vigne;7922;vid;;es
1325;vigne;7923;vite;pianta;it
1325;vigne;7924;rebe;;de
1326;singe;2963;affe;;de
1326;singe;2964;scimmia;;it
1326;singe;2965;ape;;en
1326;singe;2966;monkey;;en
1326;singe;2967;mono;;es
1327;hibou;4011;eule;;de
1327;hibou;4012;gufo;;it
1327;hibou;4013;buho;;es
1328;écureuil;3087;ardilla;;es
1328;écureuil;3088;squirrel;;en
1328;écureuil;3089;scoiattolo;;it
1328;écureuil;3090;eichhorn;;de
